Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_VALU_ADD_F16,SQ_INSTS_VALU_MUL_F16,SQ_INSTS_VALU_FMA_F16,SQ_INSTS_VALU_TRANS_F16,SQ_INSTS_VALU_ADD_F32,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VALU_FMA_F32,SQ_INSTS_VALU_TRANS_F32,SQ_INSTS_VALU_ADD_F64,SQ_INSTS_VALU_MUL_F64,SQ_INSTS_VALU_FMA_F64,SQ_INSTS_VALU_TRANS_F64,SQ_INSTS_VALU_MFMA_MOPS_F16,SQ_INSTS_VALU_MFMA_MOPS_BF16,SQ_INSTS_VALU_MFMA_MOPS_F32,SQ_INSTS_VALU_MFMA_MOPS_F64,TCC_EA_RDREQ_32B_sum,TCC_EA_RDREQ_sum,TCC_EA_WRREQ_sum,TCC_EA_WRREQ_64B_sum,DispatchNs,BeginNs,EndNs,CompleteNs
65,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,79,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,2510.0000000000,0.0000000000,0.0000000000,2433892834596444,2433892829604834,2433892834748036,2433892834749281
66,"jai_tend_x_kernel_ee17c700_device.kd",0,0,81,51902,51902,5050,1,0,0,44,4,48,64,0x0,0x7f82fb6dc6c0,0,0,0,0,0,0,0,0,444400,222200,883750,106050,0,0,0,0,0.0000000000,2685.0000000000,2529.0000000000,2524.0000000000,2433892852369410,2433892834748036,2433892852522761,2433892852524451
67,"jai_tend_x_calc_kernel_fa76b200_device.kd",0,0,82,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f83019d4640,0,0,0,0,0,0,0,0,20000,20000,120000,20000,0,0,0,0,0.0000000000,2538.0000000000,0.0000000000,0.0000000000,2433892855824508,2433892852522761,2433892855948202,2433892855949593
68,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,83,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,5110.0000000000,0.0000000000,0.0000000000,2433892860964380,2433892855948202,2433892861113324,2433892861114693
69,"jai_tend_x_kernel_ee17c700_device.kd",0,0,85,51902,51902,5050,1,0,0,44,4,48,64,0x0,0x7f82fb6dc6c0,0,0,0,0,0,0,0,0,444400,222200,883750,106050,0,0,0,0,0.0000000000,2623.0000000000,2529.0000000000,2524.0000000000,2433892878810664,2433892861113324,2433892878969649,2433892878971246
70,"jai_tend_x_calc_kernel_fa76b200_device.kd",0,0,86,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f83019d4640,0,0,0,0,0,0,0,0,20000,20000,120000,20000,0,0,0,0,0.0000000000,2538.0000000000,0.0000000000,0.0000000000,2433892882263839,2433892878969649,2433892882390450,2433892882391930
71,"jai_tend_apply_kernel_9c75d800_device.kd",0,0,87,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82da8b6700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,5115.0000000000,0.0000000000,0.0000000000,2433892887389705,2433892882390450,2433892887540371,2433892887541740
72,"jai_halo_z_kernel_fde85300_device.kd",0,0,88,51902,51902,416,1,0,0,16,0,32,64,0x0,0x7f82da89e600,0,0,0,0,0,0,0,0,0,832,2496,416,0,0,0,0,0.0000000000,11.0000000000,0.0000000000,0.0000000000,2433892889816172,2433892887540198,2433892889921478,2433892889926789
73,"jai_tend_z_kernel_5bb5bc00_device.kd",0,0,89,51902,51902,5100,1,0,0,40,0,48,64,0x0,0x7f82da884700,0,0,0,0,0,0,0,0,453900,224400,892500,107100,0,0,0,0,0.0000000000,302.0000000000,0.0000000000,0.0000000000,2433892897980443,2433892889921478,2433892898128840,2433892898130575
74,"jai_tend_z_calc_kernel_358fed00_device.kd",0,0,90,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f82da824680,0,0,0,0,0,0,0,0,20000,20000,125000,20000,0,0,0,0,0.0000000000,64.0000000000,0.0000000000,0.0000000000,2433892902838506,2433892898128840,2433892902989321,2433892902990832
75,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,91,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,15.0000000000,0.0000000000,0.0000000000,2433892908159358,2433892902989321,2433892908313483,2433892908315351
76,"jai_halo_z_kernel_ccb89300_device.kd",0,0,92,51902,51902,416,1,0,0,16,0,32,64,0x0,0x7f82da80c600,0,0,0,0,0,0,0,0,0,832,2496,416,0,0,0,0,0.0000000000,24.0000000000,0.0000000000,0.0000000000,2433892910604039,2433892908313483,2433892910711243,2433892910712723
77,"jai_tend_z_kernel_f4c1ba00_device.kd",0,0,93,51902,51902,5100,1,0,0,40,0,48,64,0x0,0x7f81da388700,0,0,0,0,0,0,0,0,453900,224400,892500,107100,0,0,0,0,0.0000000000,217.0000000000,0.0000000000,0.0000000000,2433892918966444,2433892910711243,2433892919114446,2433892919115894
78,"jai_tend_z_calc_kernel_3f2cf200_device.kd",0,0,94,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f82da804680,0,0,0,0,0,0,0,0,20000,20000,125000,20000,0,0,0,0,0.0000000000,9.0000000000,0.0000000000,0.0000000000,2433892925978471,2433892919114446,2433892926133648,2433892926135246
79,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,95,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,11.0000000000,0.0000000000,0.0000000000,2433892931124375,2433892926133648,2433892931277169,2433892931278614
80,"jai_halo_z_kernel_ccb89300_device.kd",0,0,96,51902,51902,416,1,0,0,16,0,32,64,0x0,0x7f82da80c600,0,0,0,0,0,0,0,0,0,832,2496,416,0,0,0,0,0.0000000000,9.0000000000,0.0000000000,0.0000000000,2433892933582220,2433892931277169,2433892933686770,2433892933687909
81,"jai_tend_z_kernel_f4c1ba00_device.kd",0,0,97,51902,51902,5100,1,0,0,40,0,48,64,0x0,0x7f81da388700,0,0,0,0,0,0,0,0,453900,224400,892500,107100,0,0,0,0,0.0000000000,9.0000000000,0.0000000000,0.0000000000,2433892941957679,2433892933686770,2433892942105652,2433892942106899
82,"jai_tend_z_calc_kernel_3f2cf200_device.kd",0,0,98,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f82da804680,0,0,0,0,0,0,0,0,20000,20000,125000,20000,0,0,0,0,0.0000000000,9.0000000000,0.0000000000,0.0000000000,2433892946565031,2433892942105652,2433892946722453,2433892946724731
83,"jai_tend_apply_kernel_9c75d800_device.kd",0,0,99,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82da8b6700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,10.0000000000,0.0000000000,0.0000000000,2433892951759215,2433892946722453,2433892951905815,2433892951907112
84,"jai_tend_x_kernel_2bdfba00_device.kd",0,0,101,51902,51902,5050,1,0,0,44,4,48,64,0x0,0x7f83019d86c0,0,0,0,0,0,0,0,0,444400,222200,883750,106050,0,0,0,0,0.0000000000,2684.0000000000,2529.0000000000,2524.0000000000,2433892970249398,2433892951905758,2433892970401603,2433892970406814
85,"jai_tend_x_calc_kernel_fa76b200_device.kd",0,0,102,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f83019d4640,0,0,0,0,0,0,0,0,20000,20000,120000,20000,0,0,0,0,0.0000000000,2544.0000000000,0.0000000000,0.0000000000,2433892973850761,2433892970401603,2433892974000964,2433892974005612
86,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,103,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,2510.0000000000,0.0000000000,0.0000000000,2433892979132890,2433892974000964,2433892979290245,2433892979291398
87,"jai_tend_x_kernel_ee17c700_device.kd",0,0,105,51902,51902,5050,1,0,0,44,4,48,64,0x0,0x7f82fb6dc6c0,0,0,0,0,0,0,0,0,444400,222200,883750,106050,0,0,0,0,0.0000000000,2685.0000000000,2529.0000000000,2524.0000000000,2433892997556679,2433892979290245,2433892997713290,2433892997715597
88,"jai_tend_x_calc_kernel_fa76b200_device.kd",0,0,106,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f83019d4640,0,0,0,0,0,0,0,0,20000,20000,120000,20000,0,0,0,0,0.0000000000,2538.0000000000,0.0000000000,0.0000000000,2433893001174052,2433892997713290,2433893001299531,2433893001300880
89,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,107,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,5110.0000000000,0.0000000000,0.0000000000,2433893006404865,2433893001299531,2433893006555853,2433893006557101
90,"jai_tend_x_kernel_ee17c700_device.kd",0,0,109,51902,51902,5050,1,0,0,44,4,48,64,0x0,0x7f82fb6dc6c0,0,0,0,0,0,0,0,0,444400,222200,883750,106050,0,0,0,0,0.0000000000,2622.0000000000,2529.0000000000,2524.0000000000,2433893024947796,2433893006555853,2433893025105938,2433893025107426
91,"jai_tend_x_calc_kernel_fa76b200_device.kd",0,0,110,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f83019d4640,0,0,0,0,0,0,0,0,20000,20000,120000,20000,0,0,0,0,0.0000000000,2538.0000000000,0.0000000000,0.0000000000,2433893028563546,2433893025105938,2433893028688499,2433893028689974
92,"jai_tend_apply_kernel_9c75d800_device.kd",0,0,111,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82da8b6700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,5115.0000000000,0.0000000000,0.0000000000,2433893033889047,2433893028688527,2433893034039568,2433893034044399
93,"jai_halo_z_kernel_fde85300_device.kd",0,0,112,51902,51902,416,1,0,0,16,0,32,64,0x0,0x7f82da89e600,0,0,0,0,0,0,0,0,0,832,2496,416,0,0,0,0,0.0000000000,11.0000000000,0.0000000000,0.0000000000,2433893036425100,2433893034039568,2433893036538768,2433893036540246
94,"jai_tend_z_kernel_5bb5bc00_device.kd",0,0,113,51902,51902,5100,1,0,0,40,0,48,64,0x0,0x7f82da884700,0,0,0,0,0,0,0,0,453900,224400,892500,107100,0,0,0,0,0.0000000000,302.0000000000,0.0000000000,0.0000000000,2433893044757027,2433893036538768,2433893044913491,2433893044914753
95,"jai_tend_z_calc_kernel_358fed00_device.kd",0,0,114,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f82da824680,0,0,0,0,0,0,0,0,20000,20000,125000,20000,0,0,0,0,0.0000000000,64.0000000000,0.0000000000,0.0000000000,2433893049439560,2433893044913491,2433893049594292,2433893049595523
96,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,115,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,16.0000000000,0.0000000000,0.0000000000,2433893054779408,2433893049594292,2433893054929013,2433893054930412
97,"jai_halo_z_kernel_ccb89300_device.kd",0,0,116,51902,51902,416,1,0,0,16,0,32,64,0x0,0x7f82da80c600,0,0,0,0,0,0,0,0,0,832,2496,416,0,0,0,0,0.0000000000,24.0000000000,0.0000000000,0.0000000000,2433893057221844,2433893054929013,2433893057325974,2433893057327322
98,"jai_tend_z_kernel_f4c1ba00_device.kd",0,0,117,51902,51902,5100,1,0,0,40,0,48,64,0x0,0x7f81da388700,0,0,0,0,0,0,0,0,453900,224400,892500,107100,0,0,0,0,0.0000000000,217.0000000000,0.0000000000,0.0000000000,2433893065638851,2433893057325974,2433893065795256,2433893065796377
99,"jai_tend_z_calc_kernel_3f2cf200_device.kd",0,0,118,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f82da804680,0,0,0,0,0,0,0,0,20000,20000,125000,20000,0,0,0,0,0.0000000000,9.0000000000,0.0000000000,0.0000000000,2433893070346281,2433893065795256,2433893070501178,2433893070502434
100,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,119,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,11.0000000000,0.0000000000,0.0000000000,2433893078908059,2433893070501178,2433893079062140,2433893079063641
101,"jai_halo_z_kernel_ccb89300_device.kd",0,0,120,51902,51902,416,1,0,0,16,0,32,64,0x0,0x7f82da80c600,0,0,0,0,0,0,0,0,0,832,2496,416,0,0,0,0,0.0000000000,9.0000000000,0.0000000000,0.0000000000,2433893081490920,2433893079062140,2433893081603741,2433893081604954
102,"jai_tend_z_kernel_f4c1ba00_device.kd",0,0,121,51902,51902,5100,1,0,0,40,0,48,64,0x0,0x7f81da388700,0,0,0,0,0,0,0,0,453900,224400,892500,107100,0,0,0,0,0.0000000000,9.0000000000,0.0000000000,0.0000000000,2433893089812186,2433893081603741,2433893089961023,2433893089965244
103,"jai_tend_z_calc_kernel_3f2cf200_device.kd",0,0,122,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f82da804680,0,0,0,0,0,0,0,0,20000,20000,125000,20000,0,0,0,0,0.0000000000,9.0000000000,0.0000000000,0.0000000000,2433893094362562,2433893089961023,2433893094514624,2433893094516280
104,"jai_tend_apply_kernel_9c75d800_device.kd",0,0,123,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82da8b6700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,11.0000000000,0.0000000000,0.0000000000,2433893099426812,2433893094514782,2433893099576863,2433893099582664
105,"jai_tend_x_kernel_2bdfba00_device.kd",0,0,125,51902,51902,5050,1,0,0,44,4,48,64,0x0,0x7f83019d86c0,0,0,0,0,0,0,0,0,444400,222200,883750,106050,0,0,0,0,0.0000000000,2683.0000000000,2529.0000000000,2524.0000000000,2433893117748027,2433893099576863,2433893117900548,2433893117902507
106,"jai_tend_x_calc_kernel_fa76b200_device.kd",0,0,126,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f83019d4640,0,0,0,0,0,0,0,0,20000,20000,120000,20000,0,0,0,0,0.0000000000,2544.0000000000,0.0000000000,0.0000000000,2433893121197355,2433893117900548,2433893121319429,2433893121320546
107,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,127,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,2510.0000000000,0.0000000000,0.0000000000,2433893126297453,2433893121319429,2433893126448070,2433893126449288
108,"jai_tend_x_kernel_ee17c700_device.kd",0,0,129,51902,51902,5050,1,0,0,44,4,48,64,0x0,0x7f82fb6dc6c0,0,0,0,0,0,0,0,0,444400,222200,883750,106050,0,0,0,0,0.0000000000,2684.0000000000,2529.0000000000,2524.0000000000,2433893144232863,2433893126448070,2433893144385995,2433893144387494
109,"jai_tend_x_calc_kernel_fa76b200_device.kd",0,0,130,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f83019d4640,0,0,0,0,0,0,0,0,20000,20000,120000,20000,0,0,0,0,0.0000000000,2538.0000000000,0.0000000000,0.0000000000,2433893148051735,2433893144385995,2433893148199276,2433893148200584
110,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,131,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,5110.0000000000,0.0000000000,0.0000000000,2433893153305711,2433893148199276,2433893153453358,2433893153454411
111,"jai_tend_x_kernel_ee17c700_device.kd",0,0,133,51902,51902,5050,1,0,0,44,4,48,64,0x0,0x7f82fb6dc6c0,0,0,0,0,0,0,0,0,444400,222200,883750,106050,0,0,0,0,0.0000000000,2622.0000000000,2529.0000000000,2524.0000000000,2433893171420750,2433893153453214,2433893171574979,2433893171580951
112,"jai_tend_x_calc_kernel_fa76b200_device.kd",0,0,134,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f83019d4640,0,0,0,0,0,0,0,0,20000,20000,120000,20000,0,0,0,0,0.0000000000,2538.0000000000,0.0000000000,0.0000000000,2433893175254610,2433893171574979,2433893175381220,2433893175382911
113,"jai_tend_apply_kernel_9c75d800_device.kd",0,0,135,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82da8b6700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,5115.0000000000,0.0000000000,0.0000000000,2433893180562658,2433893175381220,2433893180715301,2433893180716847
114,"jai_halo_z_kernel_fde85300_device.kd",0,0,136,51902,51902,416,1,0,0,16,0,32,64,0x0,0x7f82da89e600,0,0,0,0,0,0,0,0,0,832,2496,416,0,0,0,0,0.0000000000,10.0000000000,0.0000000000,0.0000000000,2433893182995877,2433893180715301,2433893183098502,2433893183100023
115,"jai_tend_z_kernel_5bb5bc00_device.kd",0,0,137,51902,51902,5100,1,0,0,40,0,48,64,0x0,0x7f82da884700,0,0,0,0,0,0,0,0,453900,224400,892500,107100,0,0,0,0,0.0000000000,302.0000000000,0.0000000000,0.0000000000,2433893191401251,2433893183098502,2433893191549704,2433893191551373
116,"jai_tend_z_calc_kernel_358fed00_device.kd",0,0,138,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f82da824680,0,0,0,0,0,0,0,0,20000,20000,125000,20000,0,0,0,0,0.0000000000,64.0000000000,0.0000000000,0.0000000000,2433893196270185,2433893191549704,2433893196419785,2433893196421288
117,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,139,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,16.0000000000,0.0000000000,0.0000000000,2433893201549850,2433893196419785,2433893201698667,2433893201699852
118,"jai_halo_z_kernel_ccb89300_device.kd",0,0,140,51902,51902,416,1,0,0,16,0,32,64,0x0,0x7f82da80c600,0,0,0,0,0,0,0,0,0,832,2496,416,0,0,0,0,0.0000000000,24.0000000000,0.0000000000,0.0000000000,2433893203981116,2433893201698667,2433893204084588,2433893204086042
119,"jai_tend_z_kernel_f4c1ba00_device.kd",0,0,141,51902,51902,5100,1,0,0,40,0,48,64,0x0,0x7f81da388700,0,0,0,0,0,0,0,0,453900,224400,892500,107100,0,0,0,0,0.0000000000,217.0000000000,0.0000000000,0.0000000000,2433893212437786,2433893204084588,2433893212585070,2433893212586666
120,"jai_tend_z_calc_kernel_3f2cf200_device.kd",0,0,142,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f82da804680,0,0,0,0,0,0,0,0,20000,20000,125000,20000,0,0,0,0,0.0000000000,9.0000000000,0.0000000000,0.0000000000,2433893217386219,2433893212585070,2433893217535631,2433893217537513
121,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,143,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,11.0000000000,0.0000000000,0.0000000000,2433893222726277,2433893217535631,2433893222877713,2433893222879354
122,"jai_halo_z_kernel_ccb89300_device.kd",0,0,144,51902,51902,416,1,0,0,16,0,32,64,0x0,0x7f82da80c600,0,0,0,0,0,0,0,0,0,832,2496,416,0,0,0,0,0.0000000000,9.0000000000,0.0000000000,0.0000000000,2433893225162652,2433893222877713,2433893225263954,2433893225265185
123,"jai_tend_z_kernel_f4c1ba00_device.kd",0,0,145,51902,51902,5100,1,0,0,40,0,48,64,0x0,0x7f81da388700,0,0,0,0,0,0,0,0,453900,224400,892500,107100,0,0,0,0,0.0000000000,9.0000000000,0.0000000000,0.0000000000,2433893234411951,2433893225264222,2433893234562624,2433893234568616
124,"jai_tend_z_calc_kernel_3f2cf200_device.kd",0,0,146,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f82da804680,0,0,0,0,0,0,0,0,20000,20000,125000,20000,0,0,0,0,0.0000000000,9.0000000000,0.0000000000,0.0000000000,2433893238901232,2433893234562624,2433893239050625,2433893239052116
125,"jai_tend_apply_kernel_9c75d800_device.kd",0,0,147,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82da8b6700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,11.0000000000,0.0000000000,0.0000000000,2433893243983236,2433893239050625,2433893244133186,2433893244134710
126,"jai_tend_x_kernel_2bdfba00_device.kd",0,0,149,51902,51902,5050,1,0,0,44,4,48,64,0x0,0x7f83019d86c0,0,0,0,0,0,0,0,0,444400,222200,883750,106050,0,0,0,0,0.0000000000,2683.0000000000,2529.0000000000,2524.0000000000,2433893261769607,2433893244133186,2433893261922471,2433893261923566
127,"jai_tend_x_calc_kernel_fa76b200_device.kd",0,0,150,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f83019d4640,0,0,0,0,0,0,0,0,20000,20000,120000,20000,0,0,0,0,0.0000000000,2544.0000000000,0.0000000000,0.0000000000,2433893265228272,2433893261922471,2433893265353992,2433893265355030
128,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,151,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,2510.0000000000,0.0000000000,0.0000000000,2433893270336485,2433893265353992,2433893270488714,2433893270489802
129,"jai_tend_x_kernel_ee17c700_device.kd",0,0,153,51902,51902,5050,1,0,0,44,4,48,64,0x0,0x7f82fb6dc6c0,0,0,0,0,0,0,0,0,444400,222200,883750,106050,0,0,0,0,0.0000000000,2685.0000000000,2529.0000000000,2524.0000000000,2433893288113939,2433893270488714,2433893288269679,2433893288271355
130,"jai_tend_x_calc_kernel_fa76b200_device.kd",0,0,154,51902,51902,20000,1,0,0,12,4,32,64,0x0,0x7f83019d4640,0,0,0,0,0,0,0,0,20000,20000,120000,20000,0,0,0,0,0.0000000000,2538.0000000000,0.0000000000,0.0000000000,2433893291568426,2433893288269679,2433893291692880,2433893291694243
131,"jai_tend_apply_kernel_d7ff7600_device.kd",0,0,155,51902,51902,20000,1,0,0,4,4,32,64,0x0,0x7f82fb708700,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.0000000000,5110.0000000000,0.0000000000,0.0000000000,2433893296690265,2433893291692880,2433893296839282,2433893296840407
